mission_id,plot_id,config_id,postprocessing_id,detector,run_date,min_height_filter,chip_size,chip_stride,resolution,F1,precision,recall,n_core_field,n_core_drone,n_field_matched,n_drone_matched,raster_blur_sigma
251,14,03_geometric_sigma_050,,geometric,2026-07-20,10.0,2000,1750,0.12,0.5329557157569517,0.8846153846153846,0.3813559322033898,118,52,45,46,
251,14,04_geometric_sigma_100,,geometric,2026-07-20,10.0,2000,1750,0.12,0.3517034068136273,0.8709677419354839,0.2203389830508474,118,31,26,27,
251,14,05_geometric_sigma_150,,geometric,2026-07-20,10.0,2000,1750,0.12,0.2021174205967276,0.6818181818181818,0.1186440677966101,118,22,14,15,
251,14,06_geometric_sigma_200,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1807647740440324,0.8125,0.1016949152542373,118,16,12,13,
251,14,07_geometric_sigma_300,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0491803278688524,0.75,0.0254237288135593,118,4,3,3,
251,14,08_geometric_sigma_400,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0655737704918032,1.0,0.0338983050847457,118,4,4,4,
251,14,09_geometric_sigma_500,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0330578512396694,0.6666666666666666,0.0169491525423728,118,3,2,2,
251,14,10_geometric_sigma_600,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0165975103734439,0.4,0.0084745762711864,118,5,1,2,
251,14,11_geometric_sigma_700,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0165289256198347,0.3333333333333333,0.0084745762711864,118,3,1,1,
339,58,01_geometric_sigma_none,,geometric,2026-07-20,10.0,2000,1750,0.12,0.6471791873721134,0.845360824742268,0.5242718446601942,309,194,162,164,
339,58,02_geometric_sigma_030,,geometric,2026-07-20,10.0,2000,1750,0.12,0.6156549240094878,0.906832298136646,0.4660194174757281,309,161,144,146,
339,58,03_geometric_sigma_050,,geometric,2026-07-20,10.0,2000,1750,0.12,0.5930940215445699,0.9379310344827586,0.4336569579288026,309,145,134,136,
339,58,04_geometric_sigma_100,,geometric,2026-07-20,10.0,2000,1750,0.12,0.4618676528860123,0.9587628865979382,0.3042071197411003,309,97,94,93,
339,58,05_geometric_sigma_150,,geometric,2026-07-20,10.0,2000,1750,0.12,0.3674812377537062,0.9726027397260274,0.2265372168284789,309,73,70,71,
339,58,06_geometric_sigma_200,,geometric,2026-07-20,10.0,2000,1750,0.12,0.281036401208075,0.9454545454545454,0.1650485436893204,309,55,51,52,
339,58,07_geometric_sigma_300,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1965317919075144,0.918918918918919,0.1100323624595469,309,37,34,34,
339,58,08_geometric_sigma_400,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1201201201201201,0.8333333333333334,0.0647249190938511,309,24,20,20,
339,58,09_geometric_sigma_500,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0910865322055953,0.7368421052631579,0.0485436893203883,309,19,15,14,
339,58,10_geometric_sigma_600,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0736196319018404,0.7058823529411765,0.0388349514563106,309,17,12,12,
339,58,11_geometric_sigma_700,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0252365930599369,0.5,0.0129449838187702,309,8,4,4,
339,64,01_geometric_sigma_none,,geometric,2026-07-20,10.0,2000,1750,0.12,0.6724401426388181,0.8823529411764706,0.5432098765432098,81,51,44,45,
339,64,02_geometric_sigma_030,,geometric,2026-07-20,10.0,2000,1750,0.12,0.6455422160991932,0.9318181818181818,0.4938271604938271,81,44,40,41,
339,64,03_geometric_sigma_050,,geometric,2026-07-20,10.0,2000,1750,0.12,0.6119695321001088,0.926829268292683,0.4567901234567901,81,41,37,38,
339,64,04_geometric_sigma_100,,geometric,2026-07-20,10.0,2000,1750,0.12,0.5171730515191546,0.9310344827586208,0.3580246913580246,81,29,29,27,
339,64,05_geometric_sigma_150,,geometric,2026-07-20,10.0,2000,1750,0.12,0.4571428571428571,1.0,0.2962962962962963,81,23,24,23,
339,64,06_geometric_sigma_200,,geometric,2026-07-20,10.0,2000,1750,0.12,0.38,1.0,0.2345679012345679,81,20,19,20,
339,64,07_geometric_sigma_300,,geometric,2026-07-20,10.0,2000,1750,0.12,0.198019801980198,0.9090909090909092,0.1111111111111111,81,11,9,10,
339,64,08_geometric_sigma_400,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1590909090909091,1.0,0.0864197530864197,81,9,7,9,
339,64,09_geometric_sigma_500,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1379310344827586,1.0,0.074074074074074,81,8,6,8,
339,64,10_geometric_sigma_600,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1162790697674418,1.0,0.0617283950617283,81,6,5,6,
339,64,11_geometric_sigma_700,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0714285714285714,1.0,0.037037037037037,81,4,3,4,
434,68,01_geometric_sigma_none,,geometric,2026-07-20,10.0,2000,1750,0.12,0.6255032012719409,0.7946287519747235,0.515736040609137,985,633,508,503,
434,68,02_geometric_sigma_030,,geometric,2026-07-20,10.0,2000,1750,0.12,0.6125697437337468,0.9251559251559252,0.4578680203045685,985,481,451,445,
434,68,03_geometric_sigma_050,,geometric,2026-07-20,10.0,2000,1750,0.12,0.5615798922800719,0.9421686746987952,0.4,985,415,394,391,
434,68,04_geometric_sigma_100,,geometric,2026-07-20,10.0,2000,1750,0.12,0.4407904911296202,0.9463087248322148,0.2873096446700507,985,298,283,282,
434,68,05_geometric_sigma_150,,geometric,2026-07-20,10.0,2000,1750,0.12,0.2852424437299035,0.9277777777777778,0.1685279187817258,985,180,166,167,
434,68,06_geometric_sigma_200,,geometric,2026-07-20,10.0,2000,1750,0.12,0.2270103992739214,0.9485294117647058,0.1289340101522842,985,136,127,129,
434,68,07_geometric_sigma_300,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1336083005735645,0.9125,0.0720812182741116,985,80,71,73,
434,68,08_geometric_sigma_400,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0795523768697967,0.8958333333333334,0.0416243654822335,985,48,41,43,
434,68,09_geometric_sigma_500,,geometric,2026-07-20,10.0,2000,1750,0.12,0.060665362035225,0.8378378378378378,0.0314720812182741,985,37,31,31,
434,68,10_geometric_sigma_600,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0492790655229056,0.84375,0.0253807106598984,985,32,25,27,
434,68,11_geometric_sigma_700,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0511811023622047,0.8387096774193549,0.0263959390862944,985,31,26,26,
452,22,01_geometric_sigma_none,,geometric,2026-07-20,10.0,2000,1750,0.12,0.6115107913669066,0.68,0.5555555555555556,36,25,20,17,
452,22,02_geometric_sigma_030,,geometric,2026-07-20,10.0,2000,1750,0.12,0.5581395348837209,0.75,0.4444444444444444,36,20,16,15,
452,22,03_geometric_sigma_050,,geometric,2026-07-20,10.0,2000,1750,0.12,0.5426356589147286,0.7777777777777778,0.4166666666666667,36,18,15,14,
452,22,04_geometric_sigma_100,,geometric,2026-07-20,10.0,2000,1750,0.12,0.48,0.8571428571428571,0.3333333333333333,36,14,12,12,
452,22,05_geometric_sigma_150,,geometric,2026-07-20,10.0,2000,1750,0.12,0.4255319148936171,0.9090909090909092,0.2777777777777778,36,11,10,10,
452,22,06_geometric_sigma_200,,geometric,2026-07-20,10.0,2000,1750,0.12,0.3555555555555555,0.8888888888888888,0.2222222222222222,36,9,8,8,
452,22,07_geometric_sigma_300,,geometric,2026-07-20,10.0,2000,1750,0.12,0.2727272727272727,0.75,0.1666666666666666,36,8,6,6,
452,22,08_geometric_sigma_400,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1951219512195121,0.8,0.1111111111111111,36,5,4,4,
452,22,09_geometric_sigma_500,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1052631578947368,1.0,0.0555555555555555,36,2,2,2,
452,22,10_geometric_sigma_600,,geometric,2026-07-20,10.0,2000,1750,0.12,0.0526315789473684,0.5,0.0277777777777777,36,2,1,1,
452,22,11_geometric_sigma_700,,geometric,2026-07-20,10.0,2000,1750,0.12,0.1025641025641025,0.6666666666666666,0.0555555555555555,36,3,2,2,
452,30,01_geometric_sigma_none,,geometric,2026-07-20,10.0,2000,1750,0.12,0.7906976744186046,0.8095238095238095,0.7727272727272727,22,21,17,17,
452,30,02_geometric_sigma_030,,geometric,2026-07-20,10.0,2000,1750,0.12,0.8717948717948718,1.0,0.7727272727272727,22,17,17,17,
452,30,03_geometric_sigma_050,,geometric,2026-07-20,10.0,2000,1750,0.12,0.8717948717948718,1.0,0.7727272727272727,22,17,17,17,
